Name, Repository, Date, Message, Hash
michael-walters,android-build,2020-02-03T21:05:59Z,Add parallelization and semi customizations to build.sh,5315e0b028067e8d4c35e6b12991bc59f9b5b17f
michael-walters,viewmodels,2020-08-21T20:16:46Z,Initial commit,035581c8bf4c175a358afc2d5100ee4355d5323b
michael-walters,payments,2019-09-27T15:26:47Z,UiState.FATAL happens during a failed VAS read,de0ca62cbf85ae4767690fc63fe61045db49bec0
michael-walters,clover-device-server,2020-08-10T22:00:56Z,Upgrading gradle 6.2.2,8c77c5821df92a9485c0e0ab5e336473560ec7ca
michael-walters,secure-payments,2019-08-26T20:03:13Z,Fix to handle VAS_OSE_RESP_GOTO_PAY that causes a UI fatal error (for…,e688d3928452ab5c0af1f76d38be400953f3dca6
michael-walters,remote-pay,2019-07-29T18:00:54Z,Modified gradle files to use versions.gradle,3cb884a955e26c8ee02a9fd59e51c556db04715c
fabio-costa,web-lib-core-styles,2019-12-05T21:47:16Z,Develop (#1),79de6b711a4b36defb727affd07ecd8fe960a24a
fabio-costa,web-app-pos,2020-02-14T19:51:18Z,Develop (#1),953d0de11a25b4787d9849e38e856d40753d5203
fabio-costa,web-lib-app-sdk,2020-07-17T18:22:29Z,Develop (#1),50dd44e47ad8cc7e1c525fc2891130cc5737c011
fabio-costa,web-legacy,2019-03-08T18:20:06Z,updating internal state when picker closes,62b3d1cc9c70a1e9e11ba3d56ab93b884df765a0
fabio-costa,web-portal,2019-03-08T18:19:08Z,updating feedback icon HC colors,6e8d95945159850e8fe0a99ff7604aa5d3b5e3e4
fabio-costa,clover-web-design,2019-12-03T22:32:39Z,blue + green color normalization,6a7242ab3b9a563d07d0efaa04ba97d729336c4b
fabio-costa,server-load-testing,2019-03-20T22:54:59Z,adding self-service DDA feature enum,bee208966ca2587f77c97f3b11de8cd5a34eb9ce
fabio-costa,web-lib-heap-nexus,2020-10-22T17:31:47Z,project basics,76fef63e785754d006140c81370b12e7c150dbac
fabio-costa,server,2019-03-20T22:54:59Z,adding self-service DDA feature enum,bee208966ca2587f77c97f3b11de8cd5a34eb9ce
blake,clover-cfp-sdk,2017-03-17T18:35:48Z,WIP - Added action to activity response,15a3f98a8a8b401d61d5fa145b01db268b754869
blake,remote-pay-touchpoints,2019-10-18T17:47:24Z,update ui,bcc1e46823470ea253976d92e4d89efc6bb17a1d
blake,remote-pay-android,2016-01-22T21:08:30Z,update to fragments,cec351f9e1946eeaa25a8a8a591205386725233b
blake,remote-pay-android-examples,2018-11-02T17:19:07Z,Merge pull request #25 from kristalinc/void_payment_refund,7eb01c1550bb3bd4426abb9889f5378ded5181c9
blake,remote-pay-feature,2016-01-20T18:08:59Z,CLOVER-17537 add CaptureCard capabilities to remote-pay,664a68829d1a2a3739363c0eff0f68849a2c2c58
blake,android-common,2016-01-20T18:08:59Z,CLOVER-17537 add CaptureCard capabilities to remote-pay,108ff772a7ac50742c1cbca209957acbaced49c3
blake,payments,2017-12-02T00:19:57Z,Disable Station Pay in Certification mode,13ca7b0494c6ab8e15814f7a6cd3de930841fbb7
blake,billsplit,2019-03-04T17:48:31Z,"Update Bill split for GMC support, isLegacyPauseResume() override",ab47374965d347e08f49dbda1203072489fda6b1
blake,ebt,2020-06-22T22:55:31Z,Support Balance check for EBT,a6a683eef9743f6d6d62b5179f2e7b31158e6cad
blake,remote-pay,2016-01-20T18:08:59Z,CLOVER-17537 add CaptureCard capabilities to remote-pay,664a68829d1a2a3739363c0eff0f68849a2c2c58
dan-lacis,register,2015-08-10T23:32:09Z,"clover-14709: disable send button if email/phone number isEmpty, hide…",f07909debca6d32760ce477c8dee34c4a06f1907
dan-lacis,employees,2015-10-13T22:17:52Z,CLOVER-15716: Prevent deletion of owner employee,5a1c932f1679a20bcb75f9440719de777be93368
dan-lacis,tables2,2017-10-21T00:26:01Z,"tables2 - add guava, guava proguard, clean up proguard notes",5a3d493ca786eff9ca332390c6e576514d27cc45
dan-lacis,orders,2016-05-25T16:43:37Z,Remove cancel option from delete order progress dialog,f3c927cf1aba4aa05ccc03421ce8468889a30571
dan-lacis,apps,2015-11-05T21:47:20Z,CLOVER-16620: Do not display pricing in button; stub out pricing text…,5d520e00f470ce7ada5f179249d62be1106fc324
dan-lacis,shifts,2016-04-12T17:47:33Z,TEST-434: add contentDescription to Spinner,91e4fc2f38e0d4fe1cdcccfeff35ab8afe2eefae
dan-lacis,discounts,2017-04-26T01:11:16Z,Fix discount list enabled/disabled field when scrolling,4164f70cda04fd07a06656e65777e1a6a8c55ffc
dan-lacis,playpen,2020-06-18T17:27:29Z,Settingsim (#4),0058c57ed19b0052cb3ad570217a049284950de6
dan-lacis,crash,2020-11-19T19:06:19Z,work,2a4b69efb8fadfbee08630d4cc012847d0076ce5
dan-lacis,server,2015-11-13T23:46:07Z,CLOVER-12782: Change items report note to match equivalent note on web.,883640b0a884c90cde244dee624f975774f8c18b
jeff,android-setup,2013-04-24T18:29:27Z,push service integration. GCM is removed.,cfa4176476bff385b280d74a0c2c27028bcb5963
jeff,android-metrics,2015-03-30T23:59:13Z,upgrade to gradle 2.3,379e95f375399a86be6cff57bba7aabc6576ff11
jeff,wireless-manager,2015-03-31T00:38:40Z,upgrade to gradle 2.3,4b254a485ea4012832d7dfda74ea7ee1598025aa
jeff,mobile-printer,2013-11-21T22:16:42Z,Merge branch 'develop' into feature-analytics-2.0,9f505c9ff838cb8a49c5793388ddfecb81b273bf
jeff,ebt,2015-03-30T20:06:45Z,CLOVER-11487: add card data message when calling SPA,8864b7669de09f3a548a1e25f44cb8747f6dac4a
jeff,balance_inquiry,2015-06-16T21:01:19Z,CERT-159: support for EMV / contactless cards,28a023e15affacc11e581bbdbe1d0e2ac1722689
jeff,cashadvance,2020-08-11T18:23:53Z,Add gradle wrapper,63e237c4864185cb24043a87983b20ae84b7b61a
jeff,secure-payments,2014-03-10T16:45:11Z,initial app skeleton,31834fb1fbc812574583a6e9349199b342004375
jeff,remote-pay,2015-04-09T23:11:04Z,initial commit,294ab711d8c79a25aaf21e50903e123535a821fb
jeff,server,2013-04-24T18:29:27Z,push service integration. GCM is removed.,470fff4832e6e8d14ca051ed5d7bf5a3a2771f58
vishnu,terminal,2019-03-04T22:32:41Z,Fixed bug where device shows customer facing receipt screen when tip …,5c7253dad57b4a966819ee2428ec655564535c3f
vishnu,payments,2018-10-01T15:45:33Z,Station 1 not displaying order details on customer-facing mode after …,87db8f82335d5226fd1b63d9c99a1800bc62ddd4
vishnu,authorizations,2019-03-28T22:55:31Z,Adds hospitality check to External Reference ID and Invoice PO feature.,ed0390351230470849602c907c72e6ed59e10855
vishnu,transactions,2018-11-27T19:47:21Z,Transactions Android app does not respect employee view all transacti…,db1b7d7742caf8a50ecdfed8fbdc751e4766e602
vishnu,tables2,2020-05-07T15:54:04Z,[Tables2] Update Payment creator package name to track incoming payme…,e76467068589bca14e5dadd67bc4311a789fa68b
vishnu,android-setup,2019-03-15T17:10:33Z,Updates addition of functionality to enable and disable prompts for i…,1dc3fda44dcb245b0345f5923999711a6895847d
vishnu,tips,2020-02-14T22:21:01Z,"Update Tips to show all transactions, including transactions taken vi…",ea36f8a53ef6c9cc8fe89068c8603e57f98e08b6
vishnu,secure-payments,2019-01-30T18:57:16Z,Transaction State is null while doing a balance inquiry.,a3f1f1c3c4a44cda6c7f8d04f6c91aafa6942e4a
vishnu,remote-pay,2020-05-21T15:28:33Z,[RemotePay] Update remote apps to use PurchaseCardL2DataWrapper inste…,ed4788c9dd9c36f2a5ff6876b797dabf88661245
vishnu,server,2019-07-10T00:04:19Z,Handle/Store values of Card sent from device during refund to card.,ad2935f3f18f62aabe7be9d8067f1f833e1ba6b0
snehal-kharat,web-order-ahead,2020-03-26T19:02:22Z,"[TEST-9662], [TEST-9794] checkout cart tests (#71)",71a06cf6a243e86bc98d7dc64514ca47c39a4139
snehal-kharat,web-legacy,2017-11-16T01:25:45Z,adding route tests for enterprise,9da1c2eb6345d8711ec9385ae98a50917d901fdb
snehal-kharat,web-portal,2018-06-01T17:48:46Z,sidebar tests for Enterprise,cd692a045ce95f788f2bbc701b9c5d9b58459c01
snehal-kharat,server-load-testing,2020-01-30T19:23:28Z,adding support for companyType when requests include debug-auth-token,d2bf0a9f86a3aae04b256ff391cb7c1cd734d6ec
snehal-kharat,karate-test,2019-08-22T17:38:20Z,multi-location roles,55ec6d46047852a6f90f64afd78f7705aad11a49
snehal-kharat,server,2020-01-30T19:23:28Z,adding support for companyType when requests include debug-auth-token,d2bf0a9f86a3aae04b256ff391cb7c1cd734d6ec
gareth-dsouza,onlineorder-api,2020-10-23T18:48:22Z,Adds tax uuid on taxSummary,85448675505b5a39ce61f785f3b70778960f5251
gareth-dsouza,web-legacy,2018-02-23T21:48:50Z,allow IE users to switch to new dashboard,39a933e368807b60e47ff77aaa0d067dd9f088f1
gareth-dsouza,web-portal,2018-02-20T23:43:26Z,incompatible browser message banner,9608d93af121a9c0ac4b8fba6dab3ffc1db4a41c
gareth-dsouza,invoicing-checkout-service,2020-07-02T19:05:15Z,Merge pull request #16 from clover/date_utils,9e525005d5ddeaf835779477302b0518339056fa
gareth-dsouza,web-checkout,2020-06-26T22:53:01Z,Update README.md (#11),de2d5113622f457ab55b9b26ae5854ca242e1a0c
gareth-dsouza,server-load-testing,2018-05-30T01:32:51Z,Changed text in German Welcome Email microcopy,cd601892aa3701a920b05c0bbc2cc40424605622
gareth-dsouza,core,2018-08-28T23:23:09Z,Added External reference changes to core,ea697404d66337184070fb8be6d09a0aaa90f915
gareth-dsouza,schema-tool,2018-08-22T17:27:25Z,Added TxExternalReference.avsc,43f5aa8947cefa35e04db62b9c1eb6a5cf499139
gareth-dsouza,server,2018-05-30T01:32:51Z,Changed text in German Welcome Email microcopy,cd601892aa3701a920b05c0bbc2cc40424605622
anil-appukuttan,web-legacy,2019-02-12T18:34:12Z,APPMKT-2577 - Subscription Tier- pricing to from Lowest to Highest,c0a20da815a21fff62a18819d6dd246f8d622fb3
anil-appukuttan,web-portal,2018-10-22T18:59:29Z,TEST-6935- DP Sidebar Test cases,d542a261cd4bee48ec877e3e4f4c0064ae744c48
anil-appukuttan,copilotintegration,2020-08-18T13:53:47Z,Pass COPILOT as reseller source while creating reseller in Cos,8bcf90bb58d37a277a8d5681f822bd86fcf6f972
anil-appukuttan,cci-test,2020-06-22T17:47:46Z,Initial commit,664b9e11b51f9a063865cbb7cf1856c5aac74b1d
anil-appukuttan,reseller-api,2020-08-17T17:53:14Z,Added Reseller source to reseller-api-spec,7969af841055a94e8da280e52558b16238cbd29c
anil-appukuttan,server-load-testing,2018-11-16T18:44:16Z,MEXP-3606  fix flaky test by adding filter on subject,186a80481970e0ff7f1b069dcc22433e49245f98
anil-appukuttan,schema-tool,2020-08-14T03:42:29Z,add new field source to track Reseller Source,3100e1bf90281330660e2c557711fe98adc46356
anil-appukuttan,server,2018-11-16T18:44:16Z,MEXP-3606  fix flaky test by adding filter on subject,186a80481970e0ff7f1b069dcc22433e49245f98
sparambath,laas-utils,2020-05-04T21:42:00Z,Create CODEOWNERS,99af3dfc2c428f66de831f5be8c4ca4352519d34
sparambath,laas-device-controller,2020-05-04T21:40:34Z,Create CODEOWNERS,7629b1afe09a5c38a54367132b9635f5a7ab090f
sparambath,laas-device-proxy,2020-05-04T21:43:14Z,Create CODEOWNERS,e784b800292660fc305becb5e6850be98339f9b6
sparambath,laas-job-scheduler,2020-05-04T21:43:42Z,Create CODEOWNERS,ce5d7b3a66686efba952d09fc0d55f4971d35278
sparambath,laas-ims,2020-05-04T21:44:16Z,Create CODEOWNERS,401085cbdd503eb97a9d180c5e08143485b2a799
sparambath,testing-utilities,2020-04-18T19:19:19Z,Modify Tes tcycle update script (#2),344bc2a886f81562a727581d3a86888862cb3a0a
sparambath,laas-containers,2020-09-22T19:35:09Z,LAAS Release,30162e128ae348f5a68da9a1312ac57bcd6b6cc5
sparambath,uiatest2,2019-12-05T01:34:26Z,Fix for isEmployeeInLocalDB method,e9389347c8d148193575bd1b7d7893b6bbb3bd65
sparambath,android-tests,2019-10-11T23:39:49Z,[EI-1770] [Authorization][Triage] Triage and Fix Authorization test f…,77f377ea617eac6f36b187f8279694510795fe20
pharson-cha,web-order-ahead,2020-03-31T18:37:02Z,Add apple pay component/utils (#104),ac74a44ce202a0133ea66c6009b18f2f2cb262cf
pharson-cha,email-templates,2020-07-06T21:58:09Z,Restructure invoicing subdir,956bb2982448131b0280e8c3a19bc0474bf438ce
pharson-cha,web-legacy,2018-10-15T18:08:02Z,Add external payment ID to search field for transactions,658a352e3d7fb53065a4e23ae2039d21550dbc99
pharson-cha,web-portal,2018-12-11T00:09:31Z,Create PostalCodeInput component and change input masking to support …,443348a400cc1735487908984780909e90d77ffb
pharson-cha,invoicing-checkout-service,2020-08-14T22:20:44Z,Add owner email to MerchantDto (#85),2225da546d06e07fab01d8186397daabdf7257d4
pharson-cha,web-checkout,2020-07-21T23:21:31Z,Add Totals component (#45),9ce2f16b1877f29fafa196cc07eb5bbc4d5190ea
pharson-cha,server-load-testing,2018-10-03T16:59:02Z,Suppress order number section on VT order receipts,9c46f412131a1b5c7694c12314ae099ba3b872e2
pharson-cha,core,2019-09-18T17:01:36Z,Enable web dashboard refunds for Canada,8dcd605b6fc45cc085cc45bb73e68c324737190b
pharson-cha,server,2018-10-03T16:59:02Z,Suppress order number section on VT order receipts,9c46f412131a1b5c7694c12314ae099ba3b872e2
emad-kordestani,order-api,2020-06-03T00:34:22Z,add note to Order (#33),915d0fff1a7e273fb41f8b2635ea6d2028fd9371
emad-kordestani,web-portal,2020-04-27T21:00:57Z,changed external_reference_id to snake case,6d49e8359c3d2e538b75ecf66accc916f6638091
emad-kordestani,invoicing-checkout-service,2020-06-02T17:49:07Z,create invoice with new order,51a93a0b416c01f7d41db3f83e0d0f3cf2ff8e91
emad-kordestani,server-load-testing,2019-04-24T20:57:26Z,mock pay endpoint,25361def5c5b97ec87b902e0e0e90ea120c88edb
emad-kordestani,core,2020-03-09T18:22:31Z,VT zero dollars authorization setting,acfe6c39d79b1078a9c5d9743a65215cf343618f
emad-kordestani,schema-tool,2019-04-09T16:59:57Z,ECOMM-67 payload for update token type,fb99cf00aff58d3dac2c5503a659872a767d164b
emad-kordestani,server,2019-04-24T20:57:26Z,mock pay endpoint,25361def5c5b97ec87b902e0e0e90ea120c88edb
shweta-patel,uia-remote,2020-01-02T17:16:24Z,adding instructions in readme how to run tests (#7),cda248053290129511cf3d4563944f8809360071
shweta-patel,isv-pidgin-test,2020-08-25T23:06:58Z,added payment connector vault test for ALL cardEntryMethod (#15),5ac72cb8954f276c9e94617a8e6cfe570db8a1e5
shweta-patel,virtual-keypad-automated-testing,2020-10-16T03:43:27Z,Initial commit,f69bd7929b14d22997d80dbd03af9ec986142b86
alex-kramer,laas-common,2020-09-08T22:04:21Z,TNT-933 adds error message and code as response when job does not exi…,2148c2c58a832e34544712948a67b3456c97914f
alex-kramer,laas-job-scheduler,2020-09-08T22:04:26Z,TNT-933 adds error message and code as response when job does not exi…,7089c9b97b80dc9ca3b6eaaf61335d81415c8b7b
alex-kramer,laas-containers,2020-11-18T18:42:30Z,Merge pull request #19 from clover/laas_release_112,5a8491aa3f470bc3eb665d6262614746858bee0e
alex-kramer,uiatest2,2019-12-03T00:21:29Z,[UiAutomator2][SetupTests] Fix UiElement,72ed4aabfa3098214a6c88d848e5005373b8f06b
alex-kramer,android-tests,2019-03-20T23:40:56Z,[Transactions][TEST-3099] Verify Debit Card payments from sale app sh…,7dee614fdaa1e56e5c333ac7f0e197cc22bce45c
raymond-tordoff,billing-flight-checks,2020-05-07T16:33:26Z,Add report for app daily charges,054700062a1bb4efa60884542795a7e600ee3c96
raymond-tordoff,billing,2019-09-03T15:53:45Z,Force buddies to use GMT timezone.  Added maven-compiler-plugin versi…,0850b8e9294904f79ec6aa1bf572bae4ab938498
raymond-tordoff,billing-server,2019-08-03T21:40:45Z,BILL-1698,6d01cb7b9125f72489e8a435934e7d8050dacfc3
raymond-tordoff,server-load-testing,2019-08-12T23:03:13Z,BILL-1717 - Add LOCAL and GOLEO enum values to charge.system_type and…,3219a7828adc1628d65d312fe61ea4a997b3b115
raymond-tordoff,clover-android-sdk,2019-08-12T21:38:55Z,BILL-1717 - Add LOCAL and GOLEO options to ChargeSystemType enum,642f009358d3a3ab702962cc7c7855ac76134634
raymond-tordoff,schema-tool,2019-08-12T21:38:16Z,BILL-1717 - Add LOCAL and GOLEO options to ChargeSystemType enum,7ce0ee37f11c4f2c8d1d0ada821341aa17fbbcce
raymond-tordoff,server,2019-08-12T23:03:13Z,BILL-1717 - Add LOCAL and GOLEO enum values to charge.system_type and…,3219a7828adc1628d65d312fe61ea4a997b3b115
pushkar-tiwari,server-load-testing,2018-11-16T18:25:16Z,Authentication Service Changes for Developer API endpoints,642a6cfd8f6051819063d69200748caf30b8d569
pushkar-tiwari,schema-tool,2018-12-21T22:01:22Z,For Developer Pay Tx sync from Auth to COS,392f6cfe59c96364158a15c38903c9f3170c72ad
pushkar-tiwari,server,2018-11-16T18:25:16Z,Authentication Service Changes for Developer API endpoints,642a6cfd8f6051819063d69200748caf30b8d569
karan-khot,uiatest2,2019-11-04T22:51:33Z,[EI-1822] [UiAutomator2][CashLog] [HelpTests] Verify all tests are ru…,b2ec57e9f4aaf57fd6ea3a2331d04a7b9eaae7a0
steven-liu,testing-utilities,2020-10-09T18:08:57Z,TNT-1048 Create update JIRA for local test (#6),587c105498fb60150c2feb02d8d885e6cc3606e5
steven-liu,uiatest2,2019-11-05T21:24:14Z,[EI-1834] [UiAutomator2][HappyHour] Verify all tests are running in MINI,b478ea4efee0619bc6f72e534f59b2daa8beddf8
steven-liu,android-tests,2018-11-01T17:33:53Z,[QE-650] fixed registration bar to wait for UI to display,5d32e450138f55d9faa85800663d42bb23d5c976
steven-liu,web-tests,2020-09-02T01:06:44Z,TNT-924 remove output folder if exist (#1),ae3224df6a697f7456ff3a4433de7efa8fc1cba3
jason-whitted,clover-connect,2019-12-09T19:42:54Z,Initial commit,c363e93785d2433096115cd2d83cbf0ff34ba3f1
jason-whitted,card-present-rest,2020-03-06T22:28:36Z,Initial commit,48a8437ca61aa66f70895af198d4fa4fa44e1d79
jason-whitted,isv-prettier-config,2020-04-17T23:20:53Z,"Update JSX bracket positioning, bump to 1.0.2",8989e9021d231f752f8c5cc870569671af1a14d9
jason-whitted,remote-pay-windows,2019-06-24T19:09:09Z,Add RAID Enforcement support to Windows SDK [SSDK-690],a3b884f77850e1be28ed281655d00b02ba08fa71
jason-whitted,connect-pay-display,2020-04-16T20:15:57Z,Fix networkaddress,0feb42ebd1a68e7666b697831adf4b27b58272c7
jason-whitted,gobot,2020-04-17T22:55:16Z,Initial commit,a165eaad5f10b868167a895dc8f784473fb9165b
jason-whitted,galileo,2020-11-09T20:33:37Z,Initial commit,fd20178aefd9c356b961002938277e6429fde78e
frank-faustino,devrel-dashboard,2020-01-21T18:36:56Z,Merge pull request #134 from kristalinc/docker,46c7cdb37a9fba03f42a5f15947a1e2168325858
frank-faustino,web-legacy,2020-07-07T03:29:38Z,"FIX: Relabel ""Additional Information"" as ""Merchant Support + Addition…",41939b3d4d93605613faa79bbd6d39918f0b3a11
frank-faustino,donate,2020-05-26T19:45:24Z,Initial commit,3101d577d6cdca51c50f6f9dd123b531a90bd692
frank-faustino,devrel-metrics-service,2020-06-17T19:53:55Z,Add codebase,1a75ecbb0f6832858f9de69ec84b60de4dc0ae96
frank-faustino,launcher,2020-08-05T20:52:06Z,Add AppGlideModule to extend Glide API and reduce log noise,3db9f4c1b579861da4c434a9a5cd3e057d758403
frank-faustino,devrel-gpv,2020-11-23T18:10:43Z,Initial commit,469a2742bbed56247f1e5df0a9cb8586d1ebf462
michael-szekley,rest-pay-display-examples,2020-04-16T18:38:04Z,commiting work,09c137359f7bc4816e4d8f1dd591894a4d6eac64
rachel,dra,2020-01-08T23:17:53Z,Merge branch 'master' into latam-etl,c9cd75c82eeae5915c0985ee20fd71107badf3c8
Emily-lucek,devrel-app-status-service,2020-03-16T18:01:56Z,Merge pull request #6 from clover/added_eu_apps,e035991b4fbade4acdee4f979a8bddeeb9670350
Emily-lucek,devrel-tools,2020-11-30T17:21:41Z,Merge pull request #6 from clover/apk-approval-tool,c105352237b05d1e822fc2fd6139f50235594675
Emily-lucek,devrel-app-approval-service,2020-04-08T15:27:36Z,Merge pull request #3 from clover/permission-db-update,7ad0b63124aa4b3a7f6e979979b1bc883d41d55b
Emily-lucek,devrel-slackbot,2020-04-09T20:42:24Z,Merge pull request #12 from clover/permission-db-update,48561e9f22d83432bc09f3d827275ed284e0228f
Emily-lucek,devrel-apps-list-job,2020-04-16T18:01:30Z,Merge pull request #2 from clover/webservice_region_support,536b7b7149e96cb6f7e3df2b881ed9f574cb59aa
Emily-lucek,devrel-app-approval-overview-service,2020-03-12T20:23:32Z,Initial commit,250ce1b1d0b98361356dd4e5c2dc92462369714c
Emily-lucek,devrel-app-approval-overview-etl,2020-03-12T20:42:44Z,Initial commit,a9c958ab6e3ba38b9adb690661d4f70750377e98
Emily-lucek,devrel-file-service,2020-03-30T22:26:16Z,adding empty directories initial commit missed,eed76a504fc47db9ba3424f7ff593d53543f83ed
Emily-lucek,devrel-apk-upload-script,2020-04-13T23:31:44Z,initial commit,404479cd037ccfaef6527a046a5b00718ac392db
nicholas-ho,devrel-report-generator,2020-09-28T22:22:33Z,Merge pull request #1 from clover/add-429-report,bb4731e1d6f5ad2e291eb0927cf79e6bab4bdb02
shashank-thakur,mobile-companion-android,2019-12-12T22:29:31Z,GODEMO:Test (#5),e8a2909a77e59bb64978921329f95429dac8c225
shashank-thakur,mobile-companion-ios,2019-11-13T17:04:05Z,Added gitignore to project,3a8c04126c4f50dbb4ee0b04bdcaf6ebc194d03f
shashank-thakur,clovergo-ios,2019-10-08T23:40:19Z,GO-5625:Added conditional display of required vs not required for inv…,67c327a97f65c0fa5e3b859a792ca200c5269a3e
shashank-thakur,clover-postman-collection-scripts,2020-05-04T19:41:03Z,Initial commit,0146d1c6bce21cb11e50107f0096320b15f71c87
shashank-thakur,mobile-dashboard-ios,2020-06-18T20:43:00Z,Putting the latest code on git hub repo,de788ada6ce83da5921a06c95164d9b213fbe456
saipranesh,mobile-companion-android,2019-11-14T00:35:16Z,Initial working companion app prototype.,e66daeaad5f2c31bd8c58b83789cf9afceaa0109
saipranesh,clovergo-android,2018-01-25T00:42:20Z,GO-1365 Created initial version of GetTipsTest,3aac3ef29920d31de485e28077fd62d3039fe286
saipranesh,clovergo-android-interapp,2020-04-17T00:28:56Z,Initial commit,35bfbce322b801d7e2e9db8bbab7b8ec8f8bbf97
manoj-soni,mobile-companion-android,2019-11-20T21:48:44Z,Currency and DateTimeUtil with internationalization,38acaee78033466806f725a3757ca00ce1ec8b9a
manoj-soni,clovergo-android,2019-03-12T22:32:22Z,"Fix for GO-4232 : In limited mode, cash/check transcation should not …",57456415e39a749bd8446265226c4611e856ce72
ian-veto,mobile-companion-android,2019-12-06T21:30:21Z,Created screen ui for employee details,a549e337c3017ac173f2964cf1924cc7050852da
ian-veto,clovergo-android,2018-01-22T19:26:29Z,Merge branch 'CloverGo_2.4' of ssh://gerrit.dev.clover.com:29418/Clov…,95c2f08aa8564d8221dcbdbf9768f6589cf4df1f
mayu-tobin,mobile-companion-android,2019-11-15T17:24:15Z,initial stuff,544ae8e6e5f958baac11757c2e6104224eb12f5a
mayu-tobin,clovergo-android,2019-02-01T22:39:44Z,fixed typos,03642c1f1598770e72febbaadd8d91107044d5d7
avdhesh-akhani,mobile-companion-android,2020-07-01T23:32:39Z,Dagger Refactoring. Use Factory method to create Dagger component. (#…,e5fd96fd39e9b8d8b2dee3b144fe024f771da5dc
avdhesh-akhani,clovergo-android,2018-03-05T20:15:59Z,Added Custom Data and Employee Authentication for Apptentive,d0a5a4aee6c6d43901df0133bd79b86e6057bbbe
avdhesh-akhani,core-payments,2019-03-14T21:02:58Z,reset the flag customerHasChosenWithdrawAccount so that App ask for A…,1b510964b291341fb61c5c36cc9656ef5c4f8737
avdhesh-akhani,android-common,2019-03-19T00:44:49Z,French Language: Transactions App - Added Missing translations for Tr…,eb395f398d46e5b0288b08b763980553bb6e00a3
avdhesh-akhani,core,2019-06-26T18:02:12Z,add setting name to have invoice number input required or optional,e7e3f56bf9dc45297ba1157c94dddc4c2d5c8f76
avdhesh-akhani,schema-tool,2020-03-17T20:17:18Z,Add CreditCardRequest schema for keyedIn(Manual) transaction,8f119e0163d3bf521e9c23be4adbb5411301f45d
avdhesh-akhani,secure-payments,2019-03-14T21:02:58Z,reset the flag customerHasChosenWithdrawAccount so that App ask for A…,1b510964b291341fb61c5c36cc9656ef5c4f8737
glenn,android-common,2016-04-05T15:20:47Z,Added a new remoteSourceSDK string to allow the sending 3rd party SDK…,9f9fac80de6e47a81027b3e1e27748be97b0a979
glenn,clover-android-sdk,2016-08-24T15:56:26Z,Add getPendingPayments to clover-android-sdk,c3d85dff907aaa1b5a7c751183bfa3b5427d29f0
glenn,schema-tool,2017-04-21T13:00:36Z,Schema Parent - Add forceOfflinePayment override to the TransactionSe…,532746df67fd84512cb43179fbce7f294821e9d4
glenn,payments,2017-01-14T00:21:50Z,payments FEATURE_per_transaction_settings merge from master,79d9812d4940489517e5749d40391ea4594a1afc
glenn,android-help,2020-01-17T16:44:21Z,android-help - added code to the send device logs to also initiate a …,a30879b81d408ea462adbd7f34f1f4e149a4d971
glenn,android-setup,2020-04-09T14:07:00Z,android-setup - new tab for configuring the CFP_TOUCH_POINTS setting,1b945a6b6330c238d2c91e259a6ae4f3668eb5e8
glenn,ebt,2020-10-23T15:35:38Z,ebt - Changes to trigger the CFD Welcome screen after a refund,1bc5e0d51e4b866388ea67ed4b9bcdaf7d756032
glenn,secure-payments,2016-06-28T17:01:03Z,Secure Pay duplicate/offline remote payment confirmation changes,9df1e055f465e0e1fa6f066ae12c5f98a57b18e9
glenn,remote-pay,2016-02-19T21:56:58Z,changes to add some additional merchant gateway configuration values …,676e3a42ed104ab4167baeec8ab6e3d3463457ae
glenn,server,2016-05-06T15:37:53Z,Correctly adjust the authResponse amount/tip fields for Vaulted card …,c2c5d514b6d9c3243bc0992fb5bbd23c94f085ca
george-cohn,transactions,2018-08-27T18:36:13Z,Add capability to restrict transaction log to the active employee,fcc1f349825cb0faa05cb739fb26fd73ee2b517a
george-cohn,cardtransactions,2019-12-18T23:06:55Z,Add deprecation AlertDialog,c2a5e92203e3991c45111b891135f43822cece28
george-cohn,printers,2017-07-06T01:22:32Z,feat: Add support for Golden Oak printer,a070c23c4d2f15813f0efd8fcd7fffca72821145
george-cohn,android-setup,2017-07-31T22:46:20Z,feat: Add Golden Oak support,308d9e9f136e9fb1225e773c2bdba4d9a746ebcd
george-cohn,tips,2020-10-09T18:03:21Z,Filter out no-tip tenders,a3d91edaff3fdf8800c632a7226f358d3fe45b22
george-cohn,valuelink,2019-03-18T15:51:46Z,Add new gift card manual entry when running on non-swiping tablet,83b68f0f7358f523a62415a80cb09386a069cb48
george-cohn,ebt,2020-07-10T19:53:26Z,Skip attempt to start 'clover.intent.action.START_SECURE_PAYMENT' whi…,993904407ad7fe9707879ab1262a09d195f9ca98
george-cohn,cashadvance,2020-07-17T13:43:26Z,Align naming of void button,90111914c646642f2c0f6f8628b302bb4e8e5809
george-cohn,secure-payments,2018-09-27T20:13:32Z,Prevent NPE in the case of malformed dcc response,3f914fc487729020bfaa112d021fa25d7ca6196d
george-cohn,server,2017-06-20T01:30:21Z,fix: Use the Family Photo that includes the new Clover Go device when…,69b43136e12317e3e5b5ee3e366305955f49a0db
